# top TARDIS IP boundary
-4.503000000000000114e+01	-9.874669614726350630e+00
-4.453825304454949219e+01	-1.189764748762032553e+01
-4.395567265354695508e+01	-1.389636073129308080e+01
-4.328344696920236601e+01	-1.586673307471473393e+01
-4.252294696060860701e+01	-1.780474604663788796e+01
-4.167572362772180128e+01	-1.970644717105930255e+01
-4.074350483817808311e+01	-2.156795802808785112e+01
-3.972819180339802614e+01	-2.338548216377883548e+01
-3.863185520116546456e+01	-2.515531283280303398e+01
-3.745673095258852925e+01	-2.687384055815983785e+01
-3.620521566205564312e+01	-2.853756049251653693e+01
-3.487986172948627939e+01	-3.014307956616108797e+01
-3.348337214484499924e+01	-3.168712340699007157e+01
-3.201859497553485312e+01	-3.316654301841924735e+01
-3.048851755791304896e+01	-3.457832120159721967e+01
-2.889626040477483215e+01	-3.591957870882455950e+01
-2.724507084123098011e+01	-3.718758011562873378e+01
-2.553831638195823928e+01	-3.837973939951915980e+01
-2.377947786332944347e+01	-3.949362521404466975e+01
-2.197214234442991554e+01	-4.052696584739733510e+01
-2.011999579143827432e+01	-4.147765385544975913e+01
-1.822681556029135308e+01	-4.234375035977707569e+01
-1.629646269296451067e+01	-4.312348900189797973e+01
-1.433287404307865209e+01	-4.381527954567039274e+01
-1.234005424689333630e+01	-4.441771112049482895e+01
-1.032206755606080151e+01	-4.492955509871110564e+01
-8.283029548797443908e+00	-4.534976760132016693e+01
-6.227098736377500998e+00	-4.567749162692064857e+01
-4.158468082067014571e+00	-4.591205879951834135e+01
-2.081356449794736552e+00	-4.605299073164410117e+01
0.000000000000000000e+00	-4.610000000000000142e+01
2.081356449794729890e+00	-4.605299073164410117e+01
4.158468082067014571e+00	-4.591205879951834135e+01
6.227098736377506327e+00	-4.567749162692064857e+01
8.283029548797443908e+00	-4.534976760132016693e+01
1.032206755606081039e+01	-4.492955509871110564e+01
1.234005424689333630e+01	-4.441771112049482895e+01
1.433287404307865209e+01	-4.381527954567039274e+01
1.629646269296451067e+01	-4.312348900189797973e+01
1.822681556029135308e+01	-4.234375035977707569e+01
2.011999579143827077e+01	-4.147765385544976624e+01
2.197214234442991554e+01	-4.052696584739733510e+01
2.377947786332943991e+01	-3.949362521404467685e+01
2.553831638195823928e+01	-3.837973939951915980e+01
2.724507084123097300e+01	-3.718758011562873378e+01
2.889626040477483215e+01	-3.591957870882455950e+01
3.048851755791304541e+01	-3.457832120159721967e+01
3.201859497553485312e+01	-3.316654301841924735e+01
3.348337214484499924e+01	-3.168712340699006802e+01
3.487986172948627939e+01	-3.014307956616108797e+01
3.620521566205564312e+01	-2.853756049251653693e+01
3.745673095258852925e+01	-2.687384055815983785e+01
3.863185520116546456e+01	-2.515531283280303398e+01
3.972819180339802614e+01	-2.338548216377883548e+01
4.074350483817808311e+01	-2.156795802808785112e+01
4.167572362772179417e+01	-1.970644717105930965e+01
4.252294696060860701e+01	-1.780474604663788796e+01
4.328344696920236601e+01	-1.586673307471474459e+01
4.395567265354695508e+01	-1.389636073129308080e+01
4.453825304454948508e+01	-1.189764748762033619e+01
4.503000000000000114e+01	-9.874669614726350630e+00
3.842399999999999949e+01	-8.711735691781081314e+00
3.181800000000000139e+01	-7.548801768835811110e+00
2.521200000000000330e+01	-6.385867845890540906e+00
1.860600000000000165e+01	-5.222933922945271590e+00
1.200000000000000000e+01	-4.060000000000002274e+00
7.200000000000000178e+00	-4.060000000000002274e+00
2.400000000000000355e+00	-4.060000000000002274e+00
-2.399999999999998579e+00	-4.060000000000002274e+00
-7.199999999999999289e+00	-4.060000000000002274e+00
-1.200000000000000000e+01	-4.060000000000002274e+00
-1.860600000000000165e+01	-5.222933922945271590e+00
-2.521199999999999974e+01	-6.385867845890541794e+00
-3.181799999999999784e+01	-7.548801768835811998e+00
-3.842399999999999949e+01	-8.711735691781081314e+00
-4.503000000000000114e+01	-9.874669614726350630e+00
nan	nan
4.363499999999999801e+01	-1.206000000000000050e+01
4.358666350314467053e+01	-1.230300397955183200e+01
4.344901280605346017e+01	-1.250901280605345889e+01
4.324300397955182973e+01	-1.264666350314466747e+01
4.300000000000000000e+01	-1.269500000000000028e+01
4.275699602044817027e+01	-1.264666350314466747e+01
4.255098719394653983e+01	-1.250901280605345889e+01
4.241333649685532947e+01	-1.230300397955183200e+01
4.236500000000000199e+01	-1.206000000000000050e+01
4.241333649685532947e+01	-1.181699602044816899e+01
4.255098719394653983e+01	-1.161098719394654211e+01
4.275699602044817027e+01	-1.147333649685533352e+01
4.300000000000000000e+01	-1.142500000000000071e+01
4.324300397955182973e+01	-1.147333649685533352e+01
4.344901280605346017e+01	-1.161098719394654211e+01
4.358666350314466342e+01	-1.181699602044816899e+01
4.363499999999999801e+01	-1.206000000000000050e+01
